uid,shopName,ownerName,email,password,phoneNumber,primarySkill,city,area,visitingCharges,rating,reviewsCount
sraKrp8FdYUossztyCd8bV72YC82,Clean and Green Services Pvt. Ltd,Clean and Green  Pvt. Ltd,provider_chijkx48nn-_3zgrgb26washswi@yaqeen.com,Password123!,051111111720,Cleaning & Janitorial,Islamabad,F-10,350,4.1,100
XitSokdKLiO95UwaTETXjt9sii02,PDS Maid Service Agency,PDS Maid Service Agency,provider_chijt2g2ia-93zgr-9eitpw-wuo@yaqeen.com,Password123!,03468106525,Cleaning & Janitorial,Islamabad,F-10,350,4.7,277
c8khXDSaUhMSB4GceYGdWzeVmaC2,ECS Facilities Management & Janitorial Services,ECS Filities Management & Janitorial,provider_chijg1steqe_3zgrkrtwcaralgw@yaqeen.com,Password123!,03125899336,Cleaning & Janitorial,Islamabad,F-10,350,4.8,12
DIPhqiUezMdafRImQE3P96C4l6A3,AHMAD COOLING CENTERS ISLAMABAD,AHMAD COOLING S ISLAMABAD,provider_chijytwfk3g_3zgrogqc9b-n7xu@yaqeen.com,Password123!,03088729419,AC Technician,Islamabad,Blue Area,500,5,33
UByHNJs2bXVBdHmlcieIyGuOixj1,Tech Electrical Services,Tech Electrical,provider_chijuq18x2h_qcorwoy7ef3ohq8@yaqeen.com,Password123!,03294160492,AC Technician,Islamabad,Blue Area,500,5,2
tLIcocJp69OA9vy2jM3VcMcjrIQ2,Bhatti Engineering Pvt. ٹھنڈی ہواؤں کے ماہر,Bhatti Engineering Pvt. ٹھنڈی ہواؤں کے ماہر,provider_chijyzuuzudt3zgrw_qk14egay4@yaqeen.com,Password123!,03084882450,AC Technician,Islamabad,Blue Area,500,4.4,8
0BYaBRLVrDQLnsUhHD7ScDqAzVn1,"MAQSOOD AND SONS - BEST HVAC CONTRACTORS , AC REPAIRING AND MAINTENANCE COMPANY","MAQSOOD AND SONS - BEST HV CONTRTORS ,  ING AND MAINTENANCE COMPANY",provider_chijjekpx96v3zgrqcoqw9htilk@yaqeen.com,Password123!,03040007000,AC Technician,Islamabad,Blue Area,500,4.9,515
wHPvIvgxqsPt7YmtKG3tVqdoQ9q2,"Cool Planet Air Conditioning Pvt Ltd - AC Repair, Install, Service - Bahria Town, DHA, Rawalpindi, Islamabad","Cool Planet Air Conditioning Pvt Ltd -  , Install, Service - Bahria Town, DHA, Rawalpindi, Islamabad",provider_chij____p2jt3zgrip_weehwwv8@yaqeen.com,Password123!,03181592416,AC Technician,Islamabad,Blue Area,500,4.9,151
cfC9JyV27lhvqXX3SHXfrp1ovCx1,Smart FixUp | Top Ac & Fridge services | Automatic Washing machine,Smart FixUp | Top  & Fridge  | Automatic Washing mhine,provider_chij6suj03yunikrzvjfs1gmc9e@yaqeen.com,Password123!,03177959336,AC Technician,Islamabad,Blue Area,500,4.9,55
Flc3lcV4kldaoswqO2VLE57huJh1,"Azan Hussain Cool Point Air Conditioning – AC Installation, AC Repair & Solar Cleaning | Bahria Town Rawalpindi & Islamabad","Azan Hussain Cool Point Air Conditioning –  Installation,   & Solar Cleaning | Bahria Town Rawalpindi & Islamabad",provider_chiji4ayyvpt3zgr0j9f8fobpiq@yaqeen.com,Password123!,03143278315,AC Technician,Islamabad,Blue Area,500,5,75
ABKPhFkiTRgkKpKZndZRD8ORZUw1,Gulf Engineering,Gulf Engineering,provider_chijwus3r3g_3zgrukgzzaib_jc@yaqeen.com,Password123!,03137055035,AC Technician,Islamabad,Blue Area,500,5,115
hGCGXVBvNYMdbiKpL57qJyDTjHN2,Islamabad plumber and electricians,Islamabad plumber and s,provider_chij75vq2uuv3zgr3tlw2_9hv9e@yaqeen.com,Password123!,03015374005,Plumber,Islamabad,Blue Area,300,4.8,387
EQcgYyoQWEbXCgOp4b1h11aicYp1,Plumberb,Plumberb,provider_chijqeg-k2i_3zgrpaykekr2qzg@yaqeen.com,Password123!,03344774437,Plumber,Islamabad,Blue Area,300,4.8,92
GQIuuQXkmHPMa7Am4sAEgXE7uMz2,Fawad Electrician & Plumber,Fawad  & Plumber,provider_chijyzpeswm_3zgrplhbnijtgzi@yaqeen.com,Password123!,03429759413,Plumber,Islamabad,Blue Area,300,5,3
K8bROJzNX6YLzSnb41hzD34Eg7x2,Said Rehman Plumber Services,Said Rehman Plumber,provider_chijzf9zlmax3zgr0z1fg-5eeyg@yaqeen.com,Password123!,03169625448,Plumber,Islamabad,Blue Area,300,5,37
QKxJ05AfBxM5jU8aTWZKbbtAVAm2,Raja Kamran electric and plumber works Bin Zohrab Aabpara,Raja Kamran electric and plumber works Bin Zohrab Aabpara,provider_chijua4r8q3b3zgro1devwuznji@yaqeen.com,Password123!,03005510474,Plumber,Islamabad,Blue Area,300,5,10
GBiCvaKPwGOhdT52WMIJXFLqxCH2,Junaid brother's electric & sanitary store,Junaid brother's electric & sanitary,provider_chijdeb44ce_3zgrjuj4jd4sk04@yaqeen.com,Password123!,03360115286,Plumber,Islamabad,Blue Area,300,4.9,49
UwqhvDYl8maWHPeJHv5AHBwRkSX2,Shahid electriction,Shahid electriction,provider_chijt1ghwac_3zgreirb1z7kzgs@yaqeen.com,Password123!,03037100671,Plumber,Islamabad,Blue Area,300,5,2
xNoDCxUHn9cZfMRROcoPvxCoPv72,Shakir Plumber service,Shakir Plumber service,provider_chijqxp4dno_3zgrlgmcthj9eya@yaqeen.com,Password123!,03354033553,Plumber,Islamabad,Blue Area,300,4.5,25
GBiCvaKPwGOhdT52WMIJXFLqxCH2,Junaid brother's electric & sanitary store,Junaid brother's electric & sanitary,provider_chijdeb44ce_3zgrjuj4jd4sk04@yaqeen.com,Password123!,03360115286,Electrician,Islamabad,Blue Area,300,4.9,49
YoZIEQZFwAZsZRSISQiLFt7ahAv2,Tech Electrical Services,Tech Electrical,provider_chijksdguqc_3zgr7avk4cpzby8@yaqeen.com,Password123!,03294160492,Electrician,Islamabad,Blue Area,300,5,2
ruegCIf6FaX2gBDokL7FlFdB7Wx2,Electrical and plambing Services,Electrical and plambing,provider_chij7twkrqc93zgrhngfrxjh6ri@yaqeen.com,Password123!,03017910752,Electrician,Islamabad,Blue Area,300,4.9,37
4yQrzOPChKUHqVkbL9PSsYHtxIn2,Kamran electrical and technical work,Kamran electrical and technical work,provider_chijfdgaqbjb3zgrhjd1v5armg8@yaqeen.com,Password123!,03009786422,Electrician,Islamabad,Blue Area,300,4.9,115
YvJtWis1a1anTu4CRkIMVSfpuBj2,Black Electric,Blk Electric,provider_chij3yvpawmx3zgrgm2uwwknrqe@yaqeen.com,Password123!,03455596594,Electrician,Islamabad,Blue Area,300,4.9,40
hD95zFlPKpadey9Xw25FZT9PAqq1,Modern Engineering Services,Modern Engineering,provider_chij8eqh3ue_3zgrnyvkrdcizya@yaqeen.com,Password123!,03145484640,Electrician,Islamabad,Blue Area,300,5,10
7GMVIP5xVcQtuXCg80GQuRIEWzE2,H Umer salfi Electrical Services,H Umer salfi Electrical,provider_chijy3hm_j-v3zgrdpyct_j1ef0@yaqeen.com,Password123!,03095199669,Electrician,Islamabad,Blue Area,300,5,1
qw6XGzq7tXU61p5VKYEtmhk8Pg82,Black and dacker Authorised,Blk and dker Authorised,provider_chiji_hvofg_3zgr7x6wkl00lty@yaqeen.com,Password123!,03065394502,Electrician,Islamabad,Blue Area,300,4.3,3
OjVwrqfdnMRqBgWK9Rbp1esENFs1,Carpentrya - Kitchen Cabinet - Wardrobe - Door - LCD Rack Carpenter in Rawalpindi Islamabad,Carpentrya - Kitchen Cabinet - Wardrobe - Door - LCD Rk  in Rawalpindi Islamabad,provider_chijucophklt3zgrw7xjzrwhrdy@yaqeen.com,Password123!,03150535708,Carpenter,Islamabad,Blue Area,400,4.7,55
lbMx1C7kDngI5XEBKpmYiR3ShWp2,Shahid Carpenter works,Shahid  works,provider_chijxzzxxwcx3zgrj6kxidyddhc@yaqeen.com,Password123!,03201968687,Carpenter,Islamabad,Blue Area,400,5,67
TO51vtdQZpVRFaSnw2XydVlZoK53,WOODTEK,WOODTEK,provider_chij7znk1ju_3zgrfx-ah3u9ak8@yaqeen.com,Password123!,03325556911,Carpenter,Islamabad,Blue Area,400,4.5,67
HM7KvDF7cAWIMLuMyJUFMqtnke43,Ahmad Wood Works - Mr. Carpenter,Ahmad Wood Works - Mr.,provider_chij5zch5_nr3zgrcoa37bzw4ic@yaqeen.com,Password123!,03079499909,Carpenter,Islamabad,Blue Area,400,5,58
YaHhaw5a2Jca8gYBVfYE0x97TVJ2,CreativeInter Furnitures SMC Private Limited,CreativeInter Furnitures SMC Private Limited,provider_chij-ylvtuzs3zgrjz-ireqcoi8@yaqeen.com,Password123!,03159944484,Carpenter,Islamabad,Blue Area,400,4.1,373
mjKFsO0dxPYRdiM2Fq7ddsVvzXE2,Eastern Wood,Eastern Wood,provider_chij0v0pwjy_3zgrfsmc8tqdlr0@yaqeen.com,Password123!,0512814116,Carpenter,Islamabad,Blue Area,400,3.9,48
jxFO9ieXJ7Yfi7aEibWeX9eWPXE2,Kitchen Care,Kitchen Care,provider_chijk8msbru_3zgrrreklezmhbe@yaqeen.com,Password123!,03335293013,Carpenter,Islamabad,Blue Area,400,4.3,86
LsVgEiKoGOXvwB2Dhtf1pGqrHNF3,Victoria Furniture House,Victoria Furniture House,provider_chijor9km3m_3zgryetrlwa7ai8@yaqeen.com,Password123!,03008500641,Carpenter,Islamabad,Blue Area,400,4.9,186
7HtXkclBfvh2VCN6nNaFh1YVDFg1,"Unique paint service1, wall paint selling paint wood Polish Deco Professional painters& wall PVC Pinnels install","Unique paint service1, wall paint selling paint wood Polish Deco Professional s& wall PVC Pinnels install",provider_chijezsl36u93zgrnmh8_mtogb0@yaqeen.com,Password123!,03175800321,Painter,Islamabad,Blue Area,600,4.9,30
lCHQK8YgG2Tdfsfa7e1lkPLLbwG3,paint pandas,paint pandas,provider_chij5zsmlvet3zgrzqyq7kkqecw@yaqeen.com,Password123!,03097759479,Painter,Islamabad,Blue Area,600,4.9,12
snM2BxcY3jOq31Bf8LKE2elV7cm2,Islamabad Color Centre,Islamabad Color Centre,provider_chije5zi2xs-3zgr7o9-e-x1mf4@yaqeen.com,Password123!,03370400007,Painter,Islamabad,Blue Area,600,4.8,19
oZX2taLl1zOCZfg4SqQK9FVDCS03,New Madina Car Paint Store,New Madina Car Paint,provider_chijectvmzo_3zgrg7t2uoui6b8@yaqeen.com,Password123!,03015696902,Painter,Islamabad,Blue Area,600,4.9,36
Ybk4yTZWC8cLettRpHywFQ3IyMi1,Tameer Enterprises waterproofing in Islamabad & building maintenance,Tameer Enterprises waterproofing in Islamabad & building maintenance,provider_chij3svfp5u_3zgrbwgybpkkk5i@yaqeen.com,Password123!,03005000228,Painter,Islamabad,Blue Area,600,4.7,42
cUhthhC1l5fYYNIhEgbHebspNk53,Baiga Hardware & Paint Store,Baiga Hardware & Paint,provider_chijaqbaxyq_3zgrtxgbg0bvlbg@yaqeen.com,Password123!,0512827007,Painter,Islamabad,Blue Area,600,3.9,12
K3PGG4bA0eQ55nBhU7I9FBlamx63,Sahi Karao,Sahi Karao,provider_chijq9zknmnt3zgr4oh9pwaonfm@yaqeen.com,Password123!,03001000009,Painter,Islamabad,Blue Area,600,5,11
zJM2BNTCKsVNYjQfWmn5NxhHvYH2,"Bin Shafi (False Ceiling & wall molding), Iqbal Town, Islamabad.","Bin Shafi (False Ceiling & wall molding), Iqbal Town, Islamabad.",provider_chijaxs_hzvr3zgrirxoutcqwqs@yaqeen.com,Password123!,03367606591,Painter,Islamabad,Blue Area,600,4,5
re340AI627cZ1T3vlxdhY42cIB13,Glam Street Blue Area (Ladies only),Glam Street Blue Area (Ladies only),provider_chijctcnjdq_3zgrccyqar8pv2o@yaqeen.com,Password123!,03030349506,Beauty Parlor,Islamabad,Blue Area,450,4.8,1133
JUS01VHnOBMBbeUGH5dcacQHdnL2,Queen's Hair & Nail Makeup Best Beauty Parlour Salon Studio,Queen's Hair & Nail Makeup Best Beauty Parlour  Studio,provider_chijzsycgi-v3zgrtw2l5g5xlg4@yaqeen.com,Password123!,03305328370,Beauty Parlor,Islamabad,Blue Area,450,4.9,418
XCvQLhwHoFWH7uH7Wgqc1VVIRWy1,House of Salons - F7 (Female Studio),House of s - F7 (Female Studio),provider_chij-rlkyho_3zgrtpufwqvkemm@yaqeen.com,Password123!,03270111104,Beauty Parlor,Islamabad,Blue Area,450,4.6,559
haoZbPVJKmeLAi7zCHjbNIirEHE3,Natasha's Hair Salon & Spa Beauty Clinic in Islamabad,Natasha's Hair  & Spa Beauty  in Islamabad,provider_chijacj-zna_3zgrolrdbqgo_rq@yaqeen.com,Password123!,03005557772,Beauty Parlor,Islamabad,Blue Area,450,3.5,189
atPC1ONUR8UVVUq3OCRpvYP12632,Infinity Salon,Infinity,provider_chij8ypavlw_3zgrgm1blx2ovmg@yaqeen.com,Password123!,03325599944,Beauty Parlor,Islamabad,Blue Area,450,4.8,523
1BIJa0cXCxeweb9DVnS4AMinwL73,Tariq Amin Salon,Tariq Amin,provider_chijt5o-hzy_3zgrz6zf_jre4-i@yaqeen.com,Password123!,0512814020,Beauty Parlor,Islamabad,Blue Area,450,4.5,60
Vqh1MSdX9ddWdnYHdoudCgSfqxI2,Glam Street E-11/3 (Ladies only),Glam Street E-11/3 (Ladies only),provider_chijvqosl8a93zgrwlqvkz8dtbi@yaqeen.com,Password123!,03167678188,Beauty Parlor,Islamabad,Blue Area,450,4.7,896
HYK3K7u5Dcbmrj5EEdjBy2Cu1sm1,Glamouron Beauty Lounge,Glamouron Beauty Lounge,provider_chijrfb7re6x3zgrwsbksfdzvj4@yaqeen.com,Password123!,03325333328,Beauty Parlor,Islamabad,Blue Area,450,4.9,694
9YJLROj9S0eOvCiwPc5nZCppGH52,Fade Men's Salon,Fade Men's,provider_chij86d-ymc93zgretjtbguqnt4@yaqeen.com,Password123!,03111696176,Barber & Grooming,Islamabad,Blue Area,200,4.8,226
nsk8qAnBPBbN0PpJGZlbXgDfsoP2,"Islamabad Clipperz — Best Barber in Islamabad | Men’s Haircuts, Skin Fades & Beard Styling | Open 24/7","Islamabad Clipperz — Best Barber in Islamabad | Men’s Haircuts, Skin Fades & Beard Styling | Open 24/7",provider_chijavapzlm_3zgray1lppgcyu8@yaqeen.com,Password123!,03126660209,Barber & Grooming,Islamabad,Blue Area,200,4.9,205
AteZjuuJlgcbjxnsQ8rYmU1L8I13,Razors & Scissors - Men's salon F7,Razors & Scissors - Men's  F7,provider_chijo2efsmu_3zgrufygps5h3py@yaqeen.com,Password123!,0516141254,Barber & Grooming,Islamabad,Blue Area,200,4.4,403
YJYnYeVfgvam7RjEsmrxHVQ91ao2,Genesis salon for men,Genesis  for men,provider_chijdcuxu9i_3zgr-clxc5yx0i4@yaqeen.com,Password123!,03355159900,Barber & Grooming,Islamabad,Blue Area,200,4.7,159
cHkpDfOBYrY3kwEW9zPCCbPeYiT2,Options for men Salon Islamabad,Options for men  Islamabad,provider_chij-xdxnoi_3zgrtez10acou-o@yaqeen.com,Password123!,0512650052,Barber & Grooming,Islamabad,Blue Area,200,4.8,344
6YaKYUY4egZ68Vpo7ZfzCOvMKBt2,The Barber Company,The Barber Company,provider_chijpamzkac_3zgrnnrspllkjf4@yaqeen.com,Password123!,0512609291,Barber & Grooming,Islamabad,Blue Area,200,4.9,195
laRcArKAFzV6uK52eyTqTXxjais2,Trims & Cuts Men's Salon,Trims & Cuts Men's,provider_chijaqbam5y_3zgrdwnjawcd1pw@yaqeen.com,Password123!,03215259220,Barber & Grooming,Islamabad,Blue Area,200,4.3,75
rtoc9VKWhQczcqrGrq9stzFIes53,House of Salons - F11 (Men's Salon),House of s - F11 (Men's ),provider_chij8-qmgkc93zgruknldc-9olo@yaqeen.com,Password123!,03251006659,Barber & Grooming,Islamabad,Blue Area,200,4.8,793
9ywvI6Qp1kgrBjSiFyl7zOgHXa82,Car Studio Auto workshop,Car Studio Auto,provider_chijb9c_afo_3zgrzqgpgi9-p-i@yaqeen.com,Password123!,03499192380,Automobile Mechanic,Islamabad,Blue Area,500,4.8,81
l1hCD85thnMe6T0pwhTrwuifJAR2,Auto Surgeon Workshop,Auto Surgeon,provider_chijj6x39lu_3zgreqeu4swhmo8@yaqeen.com,Password123!,03429810577,Automobile Mechanic,Islamabad,Blue Area,500,4.5,248
8UGLUYqz2EdnEfEHgwkiB6kFEi52,Blue area S. W auto,Blue area S. W auto,provider_chijaymhwww_3zgraxdtbtjbstc@yaqeen.com,Password123!,03348196825,Automobile Mechanic,Islamabad,Blue Area,500,4.8,4
uFOovBBq8rV0Feh9E3K6hl477wf2,Sajid Autos,Sajid Autos,provider_chijs4xa5n-_3zgre2bwpvawsvo@yaqeen.com,Password123!,03445172944,Automobile Mechanic,Islamabad,Blue Area,500,4.9,365
QtMquEhvhlXxFrOTSupPXlouilo1,Nisar Car Mechanic and maintenance,Nisar Car Mechanic and maintenance,provider_chijo6svtzw_3zgrryz9pynlphk@yaqeen.com,Password123!,03455120119,Automobile Mechanic,Islamabad,Blue Area,500,4.1,8
4LhspIQk29W4WxhlIB8o6JbVVCg2,Auto Yard - PakWheels Partner Workshop,Auto Yard - PakWheels Partner,provider_chij3yq6zwix3zgrldpeldxomyy@yaqeen.com,Password123!,0516110896,Automobile Mechanic,Islamabad,Blue Area,500,4.4,155
NTtAUrAlqGT8uSIh82buL67esWy2,Waheed Auto Mechanic,Waheed Auto Mechanic,provider_chijdyojl6c_3zgrvzeeyirujng@yaqeen.com,Password123!,03015554063,Automobile Mechanic,Islamabad,Blue Area,500,4.6,79
w1we0O7EwWMXQZXsenArWH0uUla2,Umair Auto Workshop,Umair Auto,provider_chijwc_edxw-3zgro_9idpi33j8@yaqeen.com,Password123!,03009550386,Automobile Mechanic,Islamabad,Blue Area,500,4.7,271
ABKPhFkiTRgkKpKZndZRD8ORZUw1,Gulf Engineering,Gulf Engineering,provider_chijwus3r3g_3zgrukgzzaib_jc@yaqeen.com,Password123!,03137055035,Appliance Repair,Islamabad,Blue Area,400,5,115
UByHNJs2bXVBdHmlcieIyGuOixj1,Tech Electrical Services,Tech Electrical,provider_chijuq18x2h_qcorwoy7ef3ohq8@yaqeen.com,Password123!,03294160492,Appliance Repair,Islamabad,Blue Area,400,5,2
cfC9JyV27lhvqXX3SHXfrp1ovCx1,Smart FixUp | Top Ac & Fridge services | Automatic Washing machine,Smart FixUp | Top  & Fridge  | Automatic Washing mhine,provider_chij6suj03yunikrzvjfs1gmc9e@yaqeen.com,Password123!,03177959336,Appliance Repair,Islamabad,Blue Area,400,4.9,55
4p06W8GhuKd2WK8C43upqKRhGRu2,Care Electronics services,Care Electronics,provider_chijst00pjm_3zgrceyzlu4haa4@yaqeen.com,Password123!,03221100123,Appliance Repair,Islamabad,Blue Area,400,4.2,18
eNpISQYImDMnK1zGbeDqYTdvVhD2,Ali Rehman Cool Engineers,Ali Rehman Cool Engineers,provider_chijxvqjwyu_3zgr9jjzpwnyh4w@yaqeen.com,Password123!,03455280767,Appliance Repair,Islamabad,Blue Area,400,5,47
1H0ryrjGXhXuVcmDkE03KBkBm2P2,Fast Repairing service,Fast ing service,provider_chij3qkx1xpr3zgrhk4phxmeg_g@yaqeen.com,Password123!,03170908725,Appliance Repair,Islamabad,Blue Area,400,4,67
7ahqBFWmBrYe1M8AxozqZdk1pfH2,Islamabad Electronics,Islamabad Electronics,provider_chijgx18z46_3zgrjya_jwa7sig@yaqeen.com,Password123!,03008554277,Appliance Repair,Islamabad,Blue Area,400,4.7,51
wW9skFdRmWZjsvb3RfQ3B8vq1PH2,Jalal Electronics,Jalal Electronics,provider_chiji28mx4o_3zgr27svwkgfc6y@yaqeen.com,Password123!,03315013800,Appliance Repair,Islamabad,Blue Area,400,4.5,279
XB09ACW31tfbdshHLcP35zhUTbg2,Urban Care - House Maid- Cleaning Services in islamabad,Urban Care - House Maid- Cleaning  in islamabad,provider_chije4bizbk93zgrnsli_pgd-ye@yaqeen.com,Password123!,03119891257,Cleaning & Janitorial,Islamabad,Blue Area,350,4.7,39
5vQxS9sj1ieMRxSJbNGzrGwXyUv2,Al Noor Maid Services Agency Islamabad/Rawalpindi,Al Noor Maid  Agency Islamabad/Rawalpindi,provider_chij34jxate93zgrjgpybqyvbjg@yaqeen.com,Password123!,03177799786,Cleaning & Janitorial,Islamabad,Blue Area,350,4.7,294
wIUau2HNQDYpWfSw6TGrqLGvwDw1,Fast Cleaning Solutions,Fast Cleaning s,provider_chij1zd0rge_3zgry1zoy81v1pm@yaqeen.com,Password123!,03195352412,Cleaning & Janitorial,Islamabad,Blue Area,350,4.7,44
wdNJR4OeCtcYMEyqGA8Huoo171t2,"Fast Cleaners ( Cleaning Services, Janitorial Services, Carpet, Sofa, Water Tank, In Islamabad, )","Fast Cleaners ( Cleaning , Janitorial , Carpet, Sofa, Water Tank, In Islamabad, )",provider_chijm9mrf6iv3zgrzdf_-_xqcq8@yaqeen.com,Password123!,03335111974,Cleaning & Janitorial,Islamabad,Blue Area,350,4.5,38
XitSokdKLiO95UwaTETXjt9sii02,PDS Maid Service Agency,PDS Maid Service Agency,provider_chijt2g2ia-93zgr-9eitpw-wuo@yaqeen.com,Password123!,03468106525,Cleaning & Janitorial,Islamabad,Blue Area,350,4.7,277
sraKrp8FdYUossztyCd8bV72YC82,Clean and Green Services Pvt. Ltd,Clean and Green  Pvt. Ltd,provider_chijkx48nn-_3zgrgb26washswi@yaqeen.com,Password123!,051111111720,Cleaning & Janitorial,Islamabad,Blue Area,350,4.1,100
7lt06CrCr1RHPIUh3dtMhllbDbH2,HM Cleanings Service,HM Cleanings Service,provider_chijcq1sht2_3zgrifzt3ibgzwc@yaqeen.com,Password123!,03038083960,Cleaning & Janitorial,Islamabad,Blue Area,350,4.8,86
zZGapYSdCcRRhn8buzPHNCgGTPr2,HS Enterprises,HS Enterprises,provider_chijk6z7ria_3zgruqxhldruaqs@yaqeen.com,Password123!,03215218252,Cleaning & Janitorial,Islamabad,Blue Area,350,5,5
wguCCgApftPFEpSZmtEKpRbmqJU2,MaxFix Ac Service & Repair(Electrician)All Lahore,MaxFix  Service & ()All Lahore,provider_chijf0kncpsfgtkrt6_qwn2d2ae@yaqeen.com,Password123!,03710170295,AC Technician,Lahore,Gulberg,500,4.8,111
0Sf5eJRkjvbhcVEPNKIWtc1taKm2,Zain AC Service & repair center,Zain  Service &,provider_chijdypkppcfgtkrdhsragu3rna@yaqeen.com,Password123!,03006514323,AC Technician,Lahore,Gulberg,500,4.8,126
PLL54LjszhNANREFlBLLRJndHrI2,Daud repair services/Ac repair service centre Lahore/,Daud  /  service centre Lahore/,provider_chijzr_0taahgtkrmvr30mqcbee@yaqeen.com,Password123!,03334846062,AC Technician,Lahore,Gulberg,500,4.9,114
ynMYYpHg4rZClxBHqaWhmCAx1Ci1,CoolCare,CoolCare,provider_chij9bezunjjgdkrndvlfkzmv_e@yaqeen.com,Password123!,03005858323,AC Technician,Lahore,Gulberg,500,4.9,115
kQoTEfW4YKULpTE2pUdbjcx3HBv2,Cool Engineering Services,Cool Engineering,provider_chijyy8_tvafgtkrpqikiw2_ri8@yaqeen.com,Password123!,03009489291,AC Technician,Lahore,Gulberg,500,4.9,29
Ux304wrw08dKT8kCmdXCGjlRLe22,"AC Best Service in Lahore, HVAC ,VRF system Maintenance and Services,Ac Repair (Engineering Technology)","Best Service in Lahore, HV ,VRF system Maintenance and ,  (Engineering Technology)",provider_chijqxofrjyfgtkrz5vjofgnsew@yaqeen.com,Password123!,03260010181,AC Technician,Lahore,Gulberg,500,5,108
QSCX75nv5fPsISLMVa0T8FUppq62,MCE SERVICES (Head Office),MCE  (Head Office),provider_chijytg9orafgtkr7tm_q7dvyzg@yaqeen.com,Password123!,03083111122,AC Technician,Lahore,Gulberg,500,4.9,115
MHcz8vffSGVB8xNqqoAq3ZTffKK2,Lahore Home Sèrvice,Lahore Home Sèrvice,provider_chij70ubk1ifgtkrmpg1m7mk5ju@yaqeen.com,Password123!,03211406164,AC Technician,Lahore,Gulberg,500,4.8,4
dGNbs53JixPPzrJnNjMm0NiiIv72,Zubair Plumbing Services,Zubair,provider_chijibslrjmdgtkrr-mjckw1kbm@yaqeen.com,Password123!,03124740940,Plumber,Lahore,Gulberg,300,4.9,276
OwWHt2KqXZMeZlGvm6bZA43GbZt2,Arif plumbing services,Arif,provider_chijdzjh8nwdgtkr1xnqcwtenu8@yaqeen.com,Password123!,03004312739,Plumber,Lahore,Gulberg,300,4.9,178
gCJDWZxNoXezYDaQHIVCED6XiF42,Asif plumbing services,Asif,provider_chijo0b4be8dgtkrhvqbhtkkibw@yaqeen.com,Password123!,03015404356,Plumber,Lahore,Gulberg,300,4.8,118
2BdRSMgPTVOpZhTTqLUBMDsBqQU2,Hassan Cooling and Plumbing Service | Gas Geyser,Hassan Cooling and  Service | Gas Geyser,provider_chij97ihj48fgtkreoxhhqw8sfm@yaqeen.com,Password123!,03334805391,Plumber,Lahore,Gulberg,300,4.8,4
9zS0UQ6GCnVKnv62XrPFdqZE7Mw1,Concept Care Construction Co,Concept Care Construction Co,provider_chijebmgpp4fgtkrmcisxgn55gs@yaqeen.com,Password123!,03461322221,Plumber,Lahore,Gulberg,300,5,41
HfkIzPqjoIbezalww4gtN0A0BQ33,MEPLANET+ Transforming Problems into Solutions,MEPLANET+ Transforming Problems into s,provider_chijcwvekaefgtkrvjpn2s0zhkw@yaqeen.com,Password123!,03171117717,Plumber,Lahore,Gulberg,300,5,37
RtCgIb4MstMZ9MM9vpZL66rjfb63,Sajid Ali Plumber,Sajid Ali Plumber,provider_chij1zxyn3mfgtkrdyqfwf9oppy@yaqeen.com,Password123!,03087421107,Plumber,Lahore,Gulberg,300,5,1
jylU1w1otZbaj10wa6s0Ktxtp5c2,Plumber available,Plumber available,provider_chijv0jzzq8bgtkrk8u7oiq3ouu@yaqeen.com,Password123!,03046725435,Plumber,Lahore,Gulberg,300,5,12
jZYMugRtDDb6TYtNyWZnq5diU8y1,Electrician Raza,Raza,provider_chijhrosgqofgtkravxcx2izul8@yaqeen.com,Password123!,03224031302,Electrician,Lahore,Gulberg,300,5,23
fY4jYXjMa7ZzLjhKAugPM4owHgn1,Electrician Lahore,Lahore,provider_chij0sznobilquwr8z2tnd78qsc@yaqeen.com,Password123!,03074725279,Electrician,Lahore,Gulberg,300,5,21
kQ8m3e2OFDQ6APKo2V87wHLBvVv2,Muhammad Asif Iqbal electrician,Muhammad Asif Iqbal,provider_chijc268mlgfgtkrri2f6f_bxda@yaqeen.com,Password123!,03044872331,Electrician,Lahore,Gulberg,300,5,6
VHd27WmbM8Tx7OoHOMjJCiQkeB73,Uzair Tech Lahore,Uzair Tech Lahore,provider_chijkrxv5mgfgtkreep-ravcvzc@yaqeen.com,Password123!,03333026789,Electrician,Lahore,Gulberg,300,5,25
RhMzHNVw45X7z4Fpy5haeMKSKiB3,Electrician Suleman online home service Gulberg,Suleman online home service Gulberg,provider_chijrylohwafgtkr7nxxalizwmo@yaqeen.com,Password123!,03094511610,Electrician,Lahore,Gulberg,300,5,1
wguCCgApftPFEpSZmtEKpRbmqJU2,MaxFix Ac Service & Repair(Electrician)All Lahore,MaxFix  Service & ()All Lahore,provider_chijf0kncpsfgtkrt6_qwn2d2ae@yaqeen.com,Password123!,03710170295,Electrician,Lahore,Gulberg,300,4.8,111
jcPY0e8gZwTTbMskb7CPJkV7bnr1,Lahore Electrician,Lahore,provider_chijuwq-rxmdgtkrmyfzoffkuug@yaqeen.com,Password123!,03057220020,Electrician,Lahore,Gulberg,300,5,14
l5aX13hrbCgMF7xgYDV1ahgqeyr1,"Electrician, UPS or Repairing, Handyman,",", UPS or ing, Handyman,",provider_chij37lcugabgtkrj9aeis4pfyy@yaqeen.com,Password123!,03217204311,Electrician,Lahore,Gulberg,300,4.9,99
